clauseField,ftcCnclsns,clauseArticle,dvAntageous,illdcssBasiss,relateLaword,unfavorableProvision
5,1,"제16조(임대인의 면책사항)
제1항 임대인은 천재지변, 지진, 풍수해, 전쟁, 폭동, 노사분규, 기타 법률상으로나 사실상으로 불가항력에 해당하는 사유 또는 임대인의 책임으로 돌릴 수 없는 사유로 말미암아 임차인, 임차인의 피용인과 방문객에게 발생한 일체의 손해에 대하여 대내외적으로 책임을 지지 아니한다.",2,해당 약관조항은 공작물 소유자로서의 이러한 임대인의 무과실책임을 배제하는 것으로 규정하고 있는데 이는 임대인이 부담하여야 할 위험을 임차인에게 떠넘기는 조항으로 약관법 제7조 제2호에 해당하여 무효이다.,"제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  2. 상당한 이유 없이 사업자의 손해배상 범위를 제한하거나 사업자가 부담하여야 할 위험을 고객에게 떠넘기는 조항",2
6,1,"제5조(계약해지요건)
제2항 입소자 또는 그 가족이 부담해야할 월 이용료를 1회이상 납부하지 아니하여 연체하였을 때 계약을 해지할 수 있다.",2,"월 이용료 납부를 연체하는 경우 바로 계약을 해지할 수 있도록 규정한 약관 조항은 사업자에게 법률의 규정에 의한 해제권,해지권의 행사요건을 완화하여 고객에 대하여 부당하게 불이익을 줄 우려가 있는 조항이다.","제9조(계약의 해제,해지) 
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
2. 사업자에게 법률에서 규정하고 있지 아니하는 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
39,1,"제9조(회원의 자격)
휴회는 최초 가입일로부터 1년이 지난 후에 신청할 수 있다.",2,회원에게 시설을 이용할 수 없는 객관적으로 명백한 상황이 발생하였음에도 최초 계약일로부터 1년이 경과하지 않았다는 이유로 휴회를 인정하지 않는 것은 고객에게 부당하게 불리한 조항이다.,"제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
1,1,"  (000의 000 가맹계약서)
제8조(원부재료 공급 가격 및 납부)
제2항 을은 갑으로부터 공급받은 원부재료에 대하여 해당 월 1일부터 15일까지 공급받은 대금은 당월 25일 오전 12:00시 까지, 해당 월 16일부터 말일까지 공급받은 대금은 다음달 10일 오전 12:00시 까지 갑이 지정하는 예금구좌에 현금으로 납부하여야 한다.",2,"예치의무가 없는 물품대금의 경우까지 반드시 현금으로 지급하여야 상당한 이유는 인정되지 아니한다. 더군다나 가맹점사업자는 신용카드가맹점으로서 소비자에게 신용카드로 대금을 지급받는 경우가 많은 데에 반해, 가맹본부에게 지급하는 물품대금은 반드시 현금으로 지급하도록 한다면 형평에 어긋난다고 판단된다. 이를 종합하여 볼 때, 물품대금을 현금으로 지급토록 강제하는 당해 약관조항은 고객에게 부당하게 불리한 약관조항이다.","제6조(일반원칙) 
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
2,1,"16조(기타사항 및 유의사항)
제22항 외부색채 및 입면디자인 등은 관련 기관과의 인허가 및 심의과정 등에서 입주자 모집 공고시 발행된 홍보물, 조감도 및 모형도 등과 상이할 수 있으며, 이로 인한 민원은 제기할 수 없음",2,약관은 상이할 수 있다라는 추상적이고 자의적 표현을 사용하고 그 차이범위(최대치)를 제한하고 있지 않고 있고 이로 인한 민원제기를 할 수 없도록 하여 사업자가 아파트의 외형 및 재질 등을 사회통념이나 법정 허용범위를 초과하여 변경하는 경우에도 민원이나 손해배상을 못하도록 하고 있다.  ,"제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
2. 상당한 이유 없이 사업자의 손해배상 범위를 제한하거나 사업자가 부담하여야 할 위험을 고객에게 떠넘기는 조항",2
43,1,"제7조(계약의 해제)                                                                                  
제1항 다음 각호의 1에  해당하는 때에는 갑은 아무런 최고없이 이 계약을  해제할 수 있다. <sep>제3호 분양대금을 지정한 기한까지 납부하지 아니할 때.<sep>제4호 제2조에 규정한 시설의무를 이행하지 아니하였을 때.<sep>제5호 제6조의 규정(그 중  제3호: 분양지의 원형 또는 사용목적의 변경. 제4호: 사전 시설행위)을 위반한 때.<sep>제7호 을이 목적 토지를 지정기일내에 지정용도로 사용하지 아니하거나 다른 목적으로 사용한 때.",2,"매수인에게 채무불이행사유를 스스로 제거할 수  있는 기회를 부여(최고)하지 아니하고 즉시 계약을 해제할 수 있도록  정하였으므로 이는 부당하다 할 것인 바, 이와 같은 약관조항은 사업자에게  법률의 규정에 의한 해제권, 해지권의 행사요건을 완화하여 고객에 대하여  부당하게 불이익을 줄 우려가 있는 조항이다.","제9조(계약의 해제,해지) 
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  2. 사업자에게 법률에서 규정하고 있지 아니하는 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
3,1,"제1조(분양금액 및 대금납부방법)
제1항. 을은 상기물건을 분양받음에 있어 아래와 같이 매매대금을 갑에게 납부하여야 한다.",2,"피청구인의 위 약관조항은 입점예정일을 계약서에 명시하지 않고 사업자가 임의로 지정하는 것으로 규정하여 수분양자는 인도예정일을 알 수 없으며 사업자가 목적물 인도일을 자의적으로 정할 수 있도록 규정하고 있는 바, 이는 상당한 이유없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있는 권한을 부여하는 조항이다.","제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항",2
32,1,"제 8 조 (입실 전 계약의 해제) 
이용자의 귀책사유로 인한 예약취소로 도우미 배정 업무에 차질이 발생될 경우 
이 외 경우 예약금은 전액 환불되지 않는다.<sep>제 9 조 (입실 후 계약의 해지)  
중도해지하는 경우 선입금한 예약금은 환불되지 않습니다.",2,"예약 형태로 운영되는 산후조리업, 청소대행업, 결혼정보대행업의 소비자분쟁해결기준에서 위약금을 총 이용금액의 10퍼센트로 정하고 있는 점을 볼 때 거래금액의 약 20퍼센트를 위약금으로 정하고 있는 피심인들의 약관규정은 지나치게 과도하다고 판단된다. 고객에게 부당하게 과중한 손해배상 의무를 부담시키는 조항이자 계약의 해제, 해지로 인한 고객의 원상회복청구권을 부당하게 포기하도록 하는 조항이다.","제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.<sep>제9조(계약의 해제,해지) 
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  4. 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키거나 고객의 원상회복 청구권을 부당하게 포기하도록 하는 조항
",2
33,1,"제 10 조 (상조서비스의 이용)
⑤ 회원은 계약해지 통지 시부터 3시간 이내에 제2조의 임대차 목적물을 반환하고 제3조의 임대료를   납부하여야 한다.",2,계약해지 시 사용료 전액을 납부하도록 규정한 위 약관조항은 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키는 조항이다.,"제9조(계약의 해제,해지)
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
4. 계약의 해제 또는 해지로 인한 원상회복의무를 상당한 이유 없이 고객에게 과중하게 부담시키거나 고객의 원상회복 청구권을 부당하게 포기하도록 하는 조항",2
36,1,"제4조(책임소재)
제7항 을은 선정된 신부와의 현지전통결혼을 하여 한국입국 후 선정된 신부와의 혼인 포기할 경우, 포기할 날로부터 3일내에 성혼비용 일체와 신부측에 대한 위약금, 위로금 미화 10,000불을 갑에게 납부하여야 한다.",2,"비용정산과 관련하여 고객의 귀책사유의 유무, 업무의 진행정도와 소모된 비용에 대한 구분 없이 계약 해제시 고객에게 일괄적으로 성혼비용 일체를 지불하도록 하는 조항은 고객에게 부당하게 불리한 조항이다.
귀책사유 구분 없이 모든 파혼에 대해 고객이 위로금 등을 지불하도록 하는 조항은 고객에게 부당하게 불리한 약관조항이다.","제6조(일반원칙) 
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
5,1,"(티에스자산개발의 주택임대차계약서)
제3조(임대조건 등의 변경)
제2항 갑은 임대차기간 기산일로부터 1년이 경과한 날로부터 매 1년 단위로 임대보증금 및 임대료를 5%까지 증액할 수 있으며, (이하 생략)",2,"민간임대주택에 관한 특별법에는 임대료의 증액을 청구하는 경우 연 5%의 범위 내에서 주거비 물가지수, 인근 지역의 임대료 변동 등을 고려하여 증액하여야 한다고 규정되어 있다. 동 조항의 취지는 임대사업자의 임대료 인상청구를 가능하도록 하되, 최대 인상폭 및 인상청구 시 고려사항을 규정함으로써 임대사업자가 임의적으로 과도하게 임대료를 인상하는 것을 제한하려는 것이다. 해당 약관조항은 관련 법에서 규정하고 있는 인상청구 시 고려사항을 누락함으로써 주거비 물가지수 상승폭 이상의 임대료 인상에 대해 임차인들이 다툴 수 있는 권리를 배제시키고 있다. 해당 약관조항은 임대료 인상과 관련하여 민간임대주택법이나 공공주택특별법에 규정되어 있는 임차인의 권리를 상당한 이유 없이 배제하는 조항이다.","제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
6,1,"제18조 (배상책임)
제3항 요양기간 중 불의의 사건, 사고(부상, 사망)의 발생시 갑에 대하여 어떤 책임(민, 형사상 책임 포함)도 묻지 않으며, 이에 대한 이의도 절대 제기하지 않을 것을 첨부된 각서로 제출해야 한다",2,"해당 약관 조항은 사업자인 시설 측의 면책권한을 인정하면서 불의의 사건,사고라는 추상적인 이유로 사업자의 책임을 포괄적으로 배제하고 있어 사업자의 과실 또는 부주의에 의해 초래될 수 있는 사건,사고에 대하여도 책임을 배제하여 사업자에게 지나치게 폭넓은 면책권한을 인정하게 된다.","제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항",2
39,1,"회칙 제13조(휴회)
제10호 휴회를 중도에 포기할 경우 해당 년도의 연회비 전액을 납부해야 한다.(선납분의 연회비는 소멸된다.)",2,이미 연회비를 선납한 회원에게 휴회기간을 지키지 않았다는 이유로 선납된 연회비와 별도로 다시 당해 연도 연회비를 전부 납부하도록 하는 것으로 이는 휴회기간을 준수하지 않은 잘못에 대한 불이익을 이중으로 부담하도록 하여 과중하다 할 것이다.,"제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
1,1,"  (000의 000 가맹계약서) 
제20조(계약의 해지)
제3항 을이 의무 위반 중도 해지 요청시 중도 해지하고자 할 경우 상대방의 신뢰에 위배되는 것이므로 을이 경영하던 점포의 과거 영업실적으로 다음의 위약금을 지급하여야 한다.
을 영업기간 1년 미만 : 평균 순매출 2개월 분에 상당하는 금액
을 영업기간 1년이상 3년 미만 : 평균 순매출 1.5개월분에 상당하는 금액
을 영업기간 3년 이상 : 평균 순매출 1개월 분에 상당하는 금액<sep>만약 갑의 의무위반으로 인해 을이 중도해지 요청시 : 을의 직전 3개월평균 ×2에 상당하는 금액",2,"해당 계약은 5년의 계약기간 동안 피심인이 자신의 시스템에 따라 가맹점사업자가 점포를 운영할 수 있도록 하고, 경영지도 및 기술원조 등을 제공하며, 가맹점은 이에 대하여 로열티를 지급하는 것이다. 피심인은 가맹점의 개설ㆍ유지에 각종 투자와 지원을 제공하나, 이는 가맹점이 기지급한 가맹비 등을 통해 대부분 회수할 수 있다할 것이다. 또한 통상 중도해지의 경우 손해배상액의 예정은 총 거래대금의 10퍼센트 상당으로 함이 거래관행인데, 해당 위약금은 이를 훨씬 상회한다. 이를 종합하여 볼 때 해당 약관조항은 고객에 대하여 부당하게 과중한 지연손해금등의 손해배상의무를 부담시키는 약관조항이다.","제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
2,1,"제16조(기타사항 및 유의사항)
제5항 보존등기 및 소유권이전등기는 입주일과 관계없이 지연될 수 있음",2,보존등기와 소유권이전등기가 입주일과 관계없이 지연될 수 있도록 하고 있어서 언제까지 매도인이 자신의 의무를 다할 것인지가 명확하지 않아 사업자의 사정에 의해 일방적으로 자신의 급부 의무를 소흘히 할 수 있도록 하고 있다. 해당 약관조항은 상당한 이유없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 한 조항이다.,"제10조(채무의 이행) 
채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항",2
43,1,"제7조
제3항 이 계약이 해제되었을 때에는 을은 즉시 목적토지를 이 계약체결일 당시의 원상태로 회복하여 갑에게 인도하여야 한다. 다만 갑의 요구가 있을 경우에는 을은 을이 시공한 모든 구축물을 갑에게 명도하기로 한다.",2,"따라서 구축물에  대한 권리를 아무런  대가없이 매도인에게 무상으로 명도하도록  한 위 2.다.의 조항은  고객의 항변권, 상계권등의  권리를 상당한  이유없이 배제 또는 제한하는 조항이다.","제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
3,1,"제11조(계약의 해제)
제1항. 갑은 을이 각호에 해당하는 행위를 하였을 때는 본 계약을 해제할 수 있다.
제1호. 분양대금을 납부약정일로부터 1개월 이상 경과하여도 납부하지 않은 경우
제2호. 을이 제9조에 권리의무의 양도금지를 위반하였을 때
제3호.  을이 본계약의 내용을 위반하였을 경우
제11조 제2항.갑은 을이 제1항 각호의 행위를 하였을 경우에 최고없이 해제할 수 있으며, 을은 일체의 이의를 제기하지 않기로 한다.",2,"설사 계약당사자의 책임있는 사유로 인하여 계약을 해제 , 해지할 경우에도 채무이행이 불가능하게 된 때 또는 관련법규에서 금지하고 있는 당연한 경우를 제외하고는 상당한 기간을 정하여 그 이행을 최고하고 그 기간 내에 이행하지 아니한 때에 비로소 그 계약을 해제 , 해지할 수 있도록 함이 원칙이다. 피청구인의 위 약관조항은 별도의 최고절차 없이 계약을 해제 , 해지할 수 있도록 규정하고 있는 바, 이는 법률의 규정에 의한 해제권 , 해지권의 행사요건을 완화하여 고객에 대하여 부당하게 불이익을 줄 우려가 있는 조항이다.","제9조(계약의 해제 , 해지) 계약의 해제 , 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
2. 사업자에게 법률에서 규정하고 있지 아니하는 해제권 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
32,1,"제5조 서비스 이용 계약 성립 및 취소
2. 예약의 취소 및 환불규정
당사의 부득이한 사정으로 서비스 개시전 예약을 취소할 경우 예약금은 전액 환불합니다.",2,고객의 귀책사유로 계약해지 시 별도의 위약금 규정을 두고 있음에도 자신들의 귀책사유로 계약해지 시 고객이 기 납부한 예약금만 반환한다고 규정하고 있다. 계약의 해제 또는 해지로 인한 사업자의 손해배상의무를 부당하게 경감하는 조항이자 고객에게 부당하게 불리한 조항이다. ,"제9조(계약의 해제,해지) 
계약의 해제,해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  5. 계약의 해제 또는 해지로 인한 사업자의 원상회복의무나 손해배상의무를 부당하게 경감하는 조항<sep>제6조(일반원칙)
  ② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
  1. 고객에게 부당하게 불리한 조항",1
33,1,"제17조 (면책사유)
회원은 목적 건물 내에서 발생한 모든 사고에 대해서 책임을 진다.
화재, 도난, 천재지변 및 불의의 사고가 대내외적으로 발생한 경우 또는 회사의 책임에 귀속할 수 없는 사고에 대해서는 회사는 그 책임을 지지 아니한다.",2,"사업자의 귀책여부에 관계없이 임차목적물 내에서 발생한 모든 사고 등에 대하여 사업자의 책임을 면제하는 조항은 사업자, 이행보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항이다.","제7조(면책조항의 금지) 
계약 당사자의 책임에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항",2
5,1,"(티에스자산개발의 주택임대차계약서)
제15조(유의사항)
제1항 을은 임대주택을 사용·수익하는 이외의 갑이 인정하는 경우를 제외한 어떠한 목적의 권리설정을 할 수 없다.
제2항 임대차계약의 해제(해지) 시 을은 본 임대주택에 대하여 갖는 임차인으로서의 모든 권리가 상실되며, 어떠한 경우에도 임차권 및 기타 권리를 주장할 수 없다.",2,"해당 약관조항은 특별한 사유도 없이 일방적으로 임차인이 임대인에게 임대주택에 관한 임대차등기 등을 요구할 수 없도록 규정하고 있는 바, 이는 민법 제621조에서 규정하고 있는 임차인의 법률상 권리를 상당한 이유 없이 배제하는 것이다. 해당 약관조항은 임차인이 임대주택에 대하여 사용·수익 이외에는 어떠한 권리도 요청할 수 없도록 규정하고 있는 바, 이는 법률에 따른 임차인의 권리를 상당한 이유 없이 배제하는 조항이다.","제11조(고객의 권익 보호) 고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 항변권(抗辯權), 상계권(相計權) 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
39,1,"(000의 000회원가입신청서)
ㅇ 가입비 및 계약금으로 입급된 회비는 일체 환불되지 않으며 할인된 가입비로 가입한 회원은 탈퇴시 정상가로 정산됩니다.
(000의 000이용약관)
제3조(탈퇴)
제1항 입회한 회원의 탈퇴는 원칙적으로 불가능하다.
제2항 사망, 유학, 질병 등 본센터가 인정하는 정당한 사유가 있을 시 증빙서류를 제출하면 탈퇴가 가능하다.",2,"방문판매 등에 관한 법률에서 계속거래업자와 계약을 체결한 소비자는 언제든지 계약을 해지할 수 있고, 이에 대하여 계속거래업자는 위약금을 공제하고 대금의 환급조치를 취하여야 한다고 규정하고 있다.  체력단련장 표준약관 및 소비자분쟁해결기준에서도 체육시설을 이용하는 소비자의 귀책사유로 개시일 이후 계약을 해지할 경우 취소일까지의 이용일수에 해당하는 금액과 총 이용금액의 10퍼센트를 위약금으로 공제하고 환급하도록 규정하고 있다.  해당 약관조항은 법률의 규정에 의한 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항이자 계약의 해제 또는 해지로 인한 고객의 원상회복의무를 상당한 이유없이 과중하게 부담시키거나 원상회복청구권을 부당하게 포기하도록 하는 조항이다.","제9조(계약의 해제, 해지) 
계약의 해제, 해지에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당되는 내용을 정하고 있는 조항은 무효로 한다.
  1. 법률에 따른 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항<sep>  3. 법률에 따른 사업자의 해제권 또는 해지권의 행사 요건을 완화하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항",2
1,1,"  (000의 000 가맹계약서) 
제33조 기타합의사항
제1항 을은 갑이 장래에 이 계약의 전부 또는 일부를 갑의 관계회사 또는 제3자에게 양도하는 일이 있을 수 있다는 사실을 미리 승낙하기로 한다.",2,"피심인과 가맹점사업자의 계약에서 피심인의 계약당사자 지위를 양수인으로 변경하는 것으로써 계약인수에 해당하므로 계약인수의 유효요건을 갖추어야 한다. 피심인에서 양수인으로 계약인수가 유효하려면 피심인, 양수인, 가맹점사업자 간의 합의 또는 피심인, 양수인 간의 합의와 가맹점사업자의 동의 내지 승낙이 필요하다. 더군다나 가맹사업의 경우 가맹점사업자는 가맹본부가 제공하는 물품이나 관리서비스에 전적으로 의존하고 있으므로 계약상대방인 가맹본부가 변경되는 것은 가맹점사업자에게 중대한 이해관계를 갖는 사안이다. 그럼에도 피심인이 가맹점사업자의 동의 없이 계약당사자의 지위를 양수인에게 이전할 수 있도록 규정한 당해 약관조항은 약관법 제12조에 해당한다.","제12조(의사표시의 의제) 
의사표시에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
3. 고객의 이익에 중대한 영향을 미치는 사업자의 의사표시가 상당한 이유 없이 고객에게 도달된 것으로 보는 조항",2
2,1,"제11조(연체료 및 지체상금)
제4항 갑이 정한 입주지정기간이  갑 의 귀책사유가 아닌 천재지변, 행정명령, 관계법령의 제정·개정, 택지공급기관의 택지조성공사 지연과 노사분규(연관업체 포함), 문화재발견, 전염병 발생 등 기타 불가항력으로 인하여 지연될 경우에는 갑은 이를 통보하여야 하며, 을은 이에 대하여 제3항에서의 지체상금을 요구하거나 하등의 이의를 제기하지 못한다.",2,"갑의 귀책사유가 아닌 에 대한 예로 노사분규(연관업체 포함)와 같이 사안에 따라서는 매도인의 귀책사유로 볼 여지가 있는 사유까지 포함시킴으로써 매도인의 자의에 따라 얼마든지 면책범위를 확대시킬 수 있는 가능성을 열어두고 있으며, 나아가 이에 대해 매수인이 어떠한 이의도 제기할 수 없도록 정하고 있다. ","제11조(고객의 권익 보호) 
고객의 권익에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 법률에 따른 고객의 항변권, 상계권 등의 권리를 상당한 이유 없이 배제하거나 제한하는 조항",2
43,1,"제7조
제5항 이 계약이 해제되었을 때에는 갑은 을로부터 수납한 매매대금중 계약보증금을 공제한 금액을 을에게 반환하며 을이 갑에게 지급한 계약보증금은 당연히 갑에게  귀속한다. 이 경우 갑이 을에게 반환하는 금액에는 이자를 부가하지 아니하며, 갑에 대한 계약보증금의 귀속은 계약해제로 인하여  갑이 입은 손해에 대한 을의 배상의무를 면제하는 것은 아니다. <sep>제4조제1항 을은 전조의 분양대금중 계약체결일에 계약보증금으로 분양대금의 20%인 일금 원정을 납부하고 잔액에 대하여는 아래와 같이 분납한다.",2,"따라서 구축물에  대한 권리를 아무런  대가없이 매도인에게 무상으로 명도하도록  한 위약금(채무불이행으로  인한 계약해제시 채무자가  채권자에게 지급할 금전을 말한다. 이하 같다)으로  약정하고 있는 바, 손해배상액의 예정으로 추정되는 위약금을 이와 같이  과중하게 부담시키고 있는 고객에  대하여 부당하게 과중한 손해배상의무를  부담시키는 조항이다.
","제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
3,1,"제13조(기타사항)
제1항. 건물시공중 갑의 형편에 따라 증축 또는 설계변경을 하여야 하는 경우, 이로 인하여 공사기간 지연되더라도 을은 이에 대하여 이의를 제기하지 아니한다.",2,"피청구인의 형편에 따라 증축 또는 설계변경할 수 있으며, 이에 따라 공사기간이 지연되더라도 고객이 이에 대해 이의를 제기할 수 없도록 규정하고 있는 바, 이는 상당한 이유없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 하고 있으며, 법률의 규정에 의한 고객의 항변권, 상계권 등의 권리를 상당한 이유없이 배제 또는 제한하는 조항이다.","제10조(채무의 이행) 채무의 이행에 관하여 정하고 있는 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 무효로 한다.
1. 상당한 이유 없이 급부의 내용을 사업자가 일방적으로 결정하거나 변경할 수 있도록 권한을 부여하는 조항",2
32,1,"제 16조 (분쟁해결)
법적분쟁 발생시, 분쟁에 관한 중재 및 소송은  회사  소재지 관할법원으로 합니다.<sep>제 17조 (관할 법원)
당사가 제공하는 서비스의 이용과 관련하여  당사 와 이용자 사이에 분쟁이 발생한 경우 당사와 이용자는 분쟁의 해결을 위하여 성실히 노력하여 해결함을 원칙으로 합니다. 그러한 노력에도 불구하고 양측이 만족할 만한 합의에도달하지 못할 경우 그 분쟁을 위한 관할법원은  당사 의 주소지 관할법원으로 합니다.",2,"피청구인에게만 유리하고 원거리의 고객에게 소제기 또는 응소의 큰 불편을 초래하여 소송을 포기하는 결과를 낳을 수도 있으며, 청구금액이 소액인 경우 고객으로 하여금 소제기를 포기하도록 할 우려가 크다. 해당계약과 관련한 소송의 관할법원을 피심인의 관할법원 또는 서울지방법원 등으로 정한 위 약관조항은 고객에 대하여 부당하게 불리한 재판관할 조항이다.","제14조(소송 제기의 금지 등) 소송 제기 등과 관련된 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 조항은 무효로 한다.
  1. 고객에게 부당하게 불리한 소송 제기 금지 조항 또는 재판관할의 합의 조항",2
33,1,"제18조 (분쟁해결 및 관할법원)
① 이 계약이 정한 이외의 사항이 있거나 또는 이의가 있는 경우 회사와 회원이 합의 하에 결정하되 합의가 이루어지지 않을 때는 회사의 합리적인 판단 및 일반 관례에 따른다.",2,"약관조항의 의미가 명확하지 않을 경우에는 신의성실의 원칙에 따라 공정하고 객관적으로 해석되어야 하고, 명확하게 해석되지 않는 경우에는 작성자불이익의 원칙에 따라 고객에게 유리하게 해석되어야 할 것이다. 합의되지 않은 사항에 대해 사업자의 판단, 해석, 결정 등에 따르도록 규정한 위 약관조항은 고객에게 부당하게 불리한 조항이다.","제6조(일반원칙) 
② 약관의 내용 중 다음 각 호의 어느 하나에 해당하는 내용을 정하고 있는 조항은 공정성을 잃은 것으로 추정된다.
1. 고객에게 부당하게 불리한 조항",1
36,1,"제2조 
고객께서 계약체결 시 계약금은 총예상금액의 10%를 지불하셔야 하며 이 금액은 고객의 사유로 인한 취소 및 변경 시 반환, 대체하실 수 없습니다. 
",2,예약 취소시점이 예식일을 기준으로 어느 정도 남아 있는지 상관없이 계약금을 반환하지 않는다는 것으로서 극단적으로는 예식일로부터 수개월을 남겨두고 취소하는 경우에도 계약금을 반환하지 않는 결과를 초래한다,"제8조(손해배상액의 예정) 
고객에게 부당하게 과중한 지연 손해금 등의 손해배상 의무를 부담시키는 약관 조항은 무효로 한다.",2
